crisno,year,crisname,statea,namea,actnuma,stateb,nameb,actnumb,trgyrdy,trgmody,trgdady,trmyrdy,trmmody,trmdady,ongoing,crdynum
393,1991,GULF WAR,645,IRQ,850,696,UAE,856,1990,11,29,1991,4,12,1,802
393,1990,GULF WAR,645,IRQ,850,698,OMA,852,1990,11,29,1991,4,12,0,803
393,1991,GULF WAR,645,IRQ,850,698,OMA,852,1990,11,29,1991,4,12,1,803
393,1990,GULF WAR,645,IRQ,850,700,AFG,9999,1990,11,29,1991,4,12,0,804
393,1991,GULF WAR,645,IRQ,850,700,AFG,9999,1990,11,29,1991,4,12,1,804
393,1990,GULF WAR,645,IRQ,850,770,PAK,9999,1990,11,29,1991,4,12,0,805
393,1991,GULF WAR,645,IRQ,850,770,PAK,9999,1990,11,29,1991,4,12,1,805
393,1990,GULF WAR,645,IRQ,850,771,BNG,9999,1990,11,29,1991,4,12,0,806
393,1991,GULF WAR,645,IRQ,850,771,BNG,9999,1990,11,29,1991,4,12,1,806
393,1990,GULF WAR,645,IRQ,850,900,AUL,9999,1990,11,29,1991,4,12,0,807
393,1991,GULF WAR,645,IRQ,850,900,AUL,9999,1990,11,29,1991,4,12,1,807
396,1991,GHANA/TOGO,452,GHA,860,461,TOG,9999,1991,4,11,1991,10,5,0,808
397,1991,YUG I-CROATIA/SLOVENIA,344,CRO,863,345,YUG,861,1991,6,25,1992,1,3,0,809
397,1992,YUG I-CROATIA/SLOVENIA,344,CRO,863,345,YUG,861,1991,6,25,1992,1,3,1,809
397,1991,YUG I-CROATIA/SLOVENIA,345,YUG,861,349,SLO,862,1991,6,25,1991,7,7,0,810
398,1991,BUBIYAN,645,IRQ,9999,690,KUW,864,1991,8,28,1991,8,31,0,811
400,1991,ECUADOR/PERU BDR IV,130,ECU,868,135,PER,869,1991,10,6,1991,10,15,0,812
401,1991,NAGORNY-KARABAKH,371,ARM,870,373,AZE,871,1991,11,27,1992,8,20,0,813
401,1992,NAGORNY-KARABAKH,371,ARM,870,373,AZE,871,1991,11,27,1992,8,20,1,813
402,1992,EGYPT/SUDAN BDR II,625,SUD,873,651,EGY,872,1992,1,31,1992,6,30,0,814
403,1992,YUG II-SERBIA/BOSNIA,344,CRO,876,345,SER,875,1992,3,3,1995,11,21,0,815
403,1993,YUG II-SERBIA/BOSNIA,344,CRO,876,345,SER,875,1992,3,3,1995,11,21,1,815
403,1994,YUG II-SERBIA/BOSNIA,344,CRO,876,345,SER,875,1992,3,3,1995,11,21,1,815
403,1995,YUG II-SERBIA/BOSNIA,344,CRO,876,345,SER,875,1992,3,3,1995,11,21,1,815
403,1992,YUG II-SERBIA/BOSNIA,345,SER,875,346,BOS,874,1992,3,3,1995,11,21,0,816
403,1993,YUG II-SERBIA/BOSNIA,345,SER,875,346,BOS,874,1992,3,3,1995,11,21,1,816
403,1994,YUG II-SERBIA/BOSNIA,345,SER,875,346,BOS,874,1992,3,3,1995,11,21,1,816
403,1995,YUG II-SERBIA/BOSNIA,345,SER,875,346,BOS,874,1992,3,3,1995,11,21,1,816
404,1992,PAPUA/SOLOMON,910,PAP,878,940,SOL,877,1992,3,12,1992,9,20,0,817
405,1992,SLEEPING DOG HILL,775,BUR,880,800,TAI,879,1992,3,14,1992,12,25,0,818
406,1992,IRAQ NO-FLY ZONE,2,USA,9999,645,IRQ,881,1992,8,18,1992,9,8,0,819
406,1992,IRAQ NO-FLY ZONE,200,UNK,9999,645,IRQ,881,1992,8,18,1992,9,8,0,820
406,1992,IRAQ NO-FLY ZONE,220,FRN,9999,645,IRQ,881,1992,8,18,1992,9,8,0,821
406,1992,IRAQ NO-FLY ZONE,365,USR,9999,645,IRQ,881,1992,8,18,1992,9,8,0,822
407,1992,GEORGIA/ABKHAZIA,365,USR,9999,372,GEO,882,1992,9,25,1993,10,8,0,823
407,1993,GEORGIA/ABKHAZIA,365,USR,9999,372,GEO,882,1992,9,25,1993,10,8,1,823
408,1993,N. KOREA NUCLEAR CRISIS,2,USA,885,731,KON,883,1993,3,10,1994,10,21,0,824
408,1994,N. KOREA NUCLEAR CRISIS,2,USA,885,731,KON,883,1993,3,10,1994,10,21,1,824
408,1993,N. KOREA NUCLEAR CRISIS,731,KON,883,732,KOS,884,1993,3,10,1994,10,21,0,825
408,1994,N. KOREA NUCLEAR CRISIS,731,KON,883,732,KOS,884,1993,3,10,1994,10,21,1,825
409,1993,OPTN ACCOUNTABILITY,652,SYR,9999,666,ISR,886,1993,7,10,1993,7,31,0,826
409,1993,OPTN ACCOUNTABILITY,660,LEB,887,666,ISR,886,1993,7,10,1993,7,31,0,827
410,1993,CAMEROON/NIGERIA III,220,FRN,9999,475,NIG,888,1993,12,31,1994,11,30,0,828
410,1994,CAMEROON/NIGERIA III,220,FRN,9999,475,NIG,888,1993,12,31,1994,11,30,1,828
410,1994,CAMEROON/NIGERIA III,471,CAO,889,475,NIG,888,1993,12,31,1994,11,30,0,829
411,1994,HAITI MIL. REGIME,2,USA,890,41,HAI,891,1994,7,20,1994,10,15,0,830
412,1994,IRAQ DEPLOY/KUWAIT,2,USA,894,645,IRQ,895,1994,10,7,1994,11,10,0,831
412,1994,IRAQ DEPLOY/KUWAIT,645,IRQ,895,670,SAU,893,1994,10,7,1994,11,10,0,832
412,1994,IRAQ DEPLOY/KUWAIT,645,IRQ,895,690,KUW,892,1994,10,7,1994,11,10,0,833
413,1995,ECUADOR/PERU BORDER V,130,ECU,896,135,PER,897,1995,1,9,1995,3,1,0,834
414,1995,SPRATLY ISLANDS,710,CHN,9999,840,PHI,898,1995,2,2,1995,2,20,0,835
415,1995,TAIWAN STRAIT IV,2,USA,9999,710,CHN,899,1995,5,22,1996,3,25,0,836
415,1996,TAIWAN STRAIT IV,2,USA,9999,710,CHN,899,1995,5,22,1996,3,25,1,836
415,1995,TAIWAN STRAIT IV,710,CHN,899,713,TAW,900,1995,5,22,1996,3,25,0,837
415,1996,TAIWAN STRAIT IV,710,CHN,899,713,TAW,900,1995,5,22,1996,3,25,1,837
416,1995,YEMEN/ERITREA,531,ERI,901,678,YEM,902,1995,12,15,1995,12,31,0,838
417,1996,AEGEAN SEA IV,350,GRC,904,640,TUR,903,1996,1,26,1996,1,31,0,839
418,1996,OPERTN GRAPES OF WRATH,652,SYR,9999,666,ISR,905,1996,4,9,1996,4,27,0,840
418,1996,OPERTN GRAPES OF WRATH,660,LEB,906,666,ISR,905,1996,4,9,1996,4,27,0,841
419,1996,DESERT STRIKE,2,USA,908,645,IRQ,907,1996,8,31,1996,9,14,0,842
420,1996,NORTH KOREAN SUBMARINE,731,PRK,910,732,ROK,909,1996,9,18,1996,12,29,0,843
421,1996,ZAIRE CIVIL WAR,490,ZAI,911,500,UGA,9999,1996,10,8,1997,5,16,0,844
421,1997,ZAIRE CIVIL WAR,490,ZAI,911,500,UGA,9999,1996,10,8,1997,5,16,1,844
421,1996,ZAIRE CIVIL WAR,490,ZAI,911,517,RWA,912,1996,10,8,1997,5,16,0,845
421,1997,ZAIRE CIVIL WAR,490,ZAI,911,517,RWA,912,1996,10,8,1997,5,16,1,845
422,1997,UNSCOM I,2,USA,913,645,IRQ,914,1997,11,13,1998,2,23,0,846
422,1998,UNSCOM I,2,USA,913,645,IRQ,914,1997,11,13,1998,2,23,1,846
422,1997,UNSCOM I,200,UKG,9999,645,IRQ,914,1997,11,14,1998,2,23,0,847
422,1998,UNSCOM I,200,UKG,9999,645,IRQ,914,1997,11,14,1998,2,23,1,847
423,1998,CYPRUS/TURKEY MISSILES,350,GRC,9999,640,TUR,915,1998,1,24,1998,12,29,0,848
423,1998,CYPRUS/TURKEY MISSILES,352,CYP,916,640,TUR,915,1998,1,24,1998,12,29,0,849
424,1998,ERITREA/ETHIOPIA,530,ETH,918,531,ERI,917,1998,5,6,2000,12,12,0,850
424,1999,ERITREA/ETHIOPIA,530,ETH,918,531,ERI,917,1998,5,6,2000,12,12,1,850
424,2000,ERITREA/ETHIOPIA,530,ETH,918,531,ERI,917,1998,5,6,2000,12,12,1,850
425,1998,IND/PAK NUCLEAR TESTS,750,IND,919,770,PAK,920,1998,5,11,1998,6,11,0,851
426,1998,DRC CIVIL WAR,483,CHA,923,500,UGA,927,1998,8,2,1999,4,30,0,852
426,1999,DRC CIVIL WAR,483,CHA,923,500,UGA,927,1998,8,2,1999,4,30,1,852
426,1998,DRC CIVIL WAR,483,CHA,923,517,RWA,921,1998,7,29,1999,4,30,0,853
426,1999,DRC CIVIL WAR,483,CHA,923,517,RWA,921,1998,7,29,1999,4,30,1,853
426,1998,DRC CIVIL WAR,490,DRC,924,500,UGA,927,1998,8,2,2002,7,30,0,854
426,1999,DRC CIVIL WAR,490,DRC,924,500,UGA,927,1998,8,2,2002,7,30,1,854
426,2000,DRC CIVIL WAR,490,DRC,924,500,UGA,927,1998,8,2,2002,7,30,1,854
426,2001,DRC CIVIL WAR,490,DRC,924,500,UGA,927,1998,8,2,2002,7,30,1,854
426,2002,DRC CIVIL WAR,490,DRC,924,500,UGA,927,1998,8,2,2002,7,30,1,854
426,1998,DRC CIVIL WAR,490,DRC,924,517,RWA,921,1998,7,29,2002,7,30,0,855
426,1999,DRC CIVIL WAR,490,DRC,924,517,RWA,921,1998,7,29,2002,7,30,1,855
426,2000,DRC CIVIL WAR,490,DRC,924,517,RWA,921,1998,7,29,2002,7,30,1,855
426,2001,DRC CIVIL WAR,490,DRC,924,517,RWA,921,1998,7,29,2002,7,30,1,855
426,2002,DRC CIVIL WAR,490,DRC,924,517,RWA,921,1998,7,29,2002,7,30,1,855
426,1998,DRC CIVIL WAR,500,UGA,927,540,ANG,922,1998,8,2,2001,11,9,0,856
426,1999,DRC CIVIL WAR,500,UGA,927,540,ANG,922,1998,8,2,2001,11,9,1,856
426,2000,DRC CIVIL WAR,500,UGA,927,540,ANG,922,1998,8,2,2001,11,9,1,856
426,2001,DRC CIVIL WAR,500,UGA,927,540,ANG,922,1998,8,2,2001,11,9,1,856
426,1998,DRC CIVIL WAR,500,UGA,927,552,ZIM,926,1998,8,2,2002,7,30,0,857
426,1999,DRC CIVIL WAR,500,UGA,927,552,ZIM,926,1998,8,2,2002,7,30,1,857
426,2000,DRC CIVIL WAR,500,UGA,927,552,ZIM,926,1998,8,2,2002,7,30,1,857
426,2001,DRC CIVIL WAR,500,UGA,927,552,ZIM,926,1998,8,2,2002,7,30,1,857
426,2002,DRC CIVIL WAR,500,UGA,927,552,ZIM,926,1998,8,2,2002,7,30,1,857
426,1998,DRC CIVIL WAR,500,UGA,927,565,NAM,925,1998,8,2,2001,5,12,0,858
426,1999,DRC CIVIL WAR,500,UGA,927,565,NAM,925,1998,8,2,2001,5,12,1,858
426,2000,DRC CIVIL WAR,500,UGA,927,565,NAM,925,1998,8,2,2001,5,12,1,858
426,2001,DRC CIVIL WAR,500,UGA,927,565,NAM,925,1998,8,2,2001,5,12,1,858
426,1998,DRC CIVIL WAR,517,RWA,921,540,ANG,922,1998,7,29,2001,11,9,0,859
426,1999,DRC CIVIL WAR,517,RWA,921,540,ANG,922,1998,7,29,2001,11,9,1,859
426,2000,DRC CIVIL WAR,517,RWA,921,540,ANG,922,1998,7,29,2001,11,9,1,859
426,2001,DRC CIVIL WAR,517,RWA,921,540,ANG,922,1998,7,29,2001,11,9,1,859
426,1998,DRC CIVIL WAR,517,RWA,921,552,ZIM,926,1998,7,29,2002,7,30,0,860
426,1999,DRC CIVIL WAR,517,RWA,921,552,ZIM,926,1998,7,29,2002,7,30,1,860
426,2000,DRC CIVIL WAR,517,RWA,921,552,ZIM,926,1998,7,29,2002,7,30,1,860
426,2001,DRC CIVIL WAR,517,RWA,921,552,ZIM,926,1998,7,29,2002,7,30,1,860
426,2002,DRC CIVIL WAR,517,RWA,921,552,ZIM,926,1998,7,29,2002,7,30,1,860
426,1998,DRC CIVIL WAR,517,RWA,921,565,NAM,925,1998,7,29,2001,5,12,0,861
426,1999,DRC CIVIL WAR,517,RWA,921,565,NAM,925,1998,7,29,2001,5,12,1,861
426,2000,DRC CIVIL WAR,517,RWA,921,565,NAM,925,1998,7,29,2001,5,12,1,861
426,2001,DRC CIVIL WAR,517,RWA,921,565,NAM,925,1998,7,29,2001,5,12,1,861
427,1998,US EMBASSY BOMBINGS,2,USA,929,625,SUD,930,1998,8,7,1998,8,20,0,862
427,1998,US EMBASSY BOMBINGS,2,USA,929,700,AFG,928,1998,8,7,1998,8,20,0,863
428,1998,Syria-Turkey,640,TUR,9999,652,SYR,931,1998,10,1,1998,10,20,0,883
429,1998,UNSCOM II,2,USA,933,645,IRQ,934,1998,10,31,1998,12,20,0,864
429,1998,UNSCOM II,200,UKG,932,645,IRQ,934,1998,10,31,1998,12,20,0,865
430,1999,KOSOVO,2,USA,945,345,YUG,946,1999,2,20,1999,6,10,0,866
430,1999,KOSOVO,20,CAN,937,345,YUG,946,1999,2,20,1999,6,10,0,867
430,1999,KOSOVO,200,UKG,944,345,YUG,946,1999,2,20,1999,6,10,0,868
430,1999,KOSOVO,210,NTH,941,345,YUG,946,1999,2,20,1999,6,10,0,869
430,1999,KOSOVO,211,BEL,936,345,YUG,946,1999,2,20,1999,6,10,0,870
430,1999,KOSOVO,220,FRN,938,345,YUG,946,1999,2,20,1999,6,10,0,871
430,1999,KOSOVO,230,SPN,943,345,YUG,946,1999,2,20,1999,6,10,0,872
430,1999,KOSOVO,235,POR,942,345,YUG,946,1999,2,20,1999,6,10,0,873
430,1999,KOSOVO,260,GMY,939,345,YUG,946,1999,2,20,1999,6,10,0,874
430,1999,KOSOVO,325,ITA,940,345,YUG,946,1999,2,20,1999,6,10,0,875
430,1999,KOSOVO,339,ALB,935,345,YUG,946,1999,2,20,1999,6,10,0,876
431,1999,KARGIL,750,IND,947,770,PAK,948,1999,5,9,1999,7,4,0,877
432,1999,EAST TIMOR,850,INS,950,900,AUL,949,1999,9,4,1999,10,19,0,878
433,2001,CASPIAN SEA,373,AZE,951,630,IRN,9999,2001,7,24,2001,8,1,0,879
434,2001,AFGHANISTAN/US,2,USA,955,700,AFG,952,2001,9,11,2001,12,7,0,880
434,2001,AFGHANISTAN/US,200,UKG,954,700,AFG,952,2001,9,11,2001,12,7,0,881
435,2001,INDIA PARLIAMENT ATTACK,750,IND,956,770,PAK,957,2001,12,13,2002,1,12,0,882
435,2002,INDIA PARLIAMENT ATTACK,750,IND,956,770,PAK,957,2001,12,13,2002,1,12,1,882
436,2002,KALUCHAK,750,IND,958,770,PAK,959,2002,4,14,2002,10,17,0,884
437,2002,MYANMAR-THAILAND,775,MYA,961,800,THI,960,2002,5,16,2002,10,15,0,885
438,2002,PARSLEY ISLAND,230,SPN,962,600,MOR,963,2002,7,11,2002,7,21,0,886
439,2002,PANKISI GORGE,365,RUS,964,372,GRG,965,2002,7,27,2002,10,7,0,887
440,2002,IRAQ REGIME CHANGE,2,USA,968,645,IRQ,966,2002,9,12,2003,5,1,0,888
440,2003,IRAQ REGIME CHANGE,2,USA,968,645,IRQ,966,2002,9,12,2003,5,1,1,888
440,2002,IRAQ REGIME CHANGE,200,UKG,967,645,IRQ,966,2002,9,12,2003,5,1,0,889
440,2003,IRAQ REGIME CHANGE,200,UKG,967,645,IRQ,966,2002,9,12,2003,5,1,1,889
441,2002,N. KOREA NUCLEAR II,2,USA,969,731,PRK,970,2002,10,3,2004,1,6,0,890
441,2003,N. KOREA NUCLEAR II,2,USA,969,731,PRK,970,2002,10,3,2004,1,6,1,890
441,2004,N. KOREA NUCLEAR II,2,USA,969,731,PRK,970,2002,10,3,2004,1,6,1,890
442,2003,IRAN NUCLEAR I,2,USA,9999,630,IRN,974,2003,6,13,2004,11,15,0,891
442,2004,IRAN NUCLEAR I,2,USA,9999,630,IRN,974,2003,6,13,2004,11,15,1,891
442,2003,IRAN NUCLEAR I,220,FRN,971,630,IRN,974,2003,6,13,2004,11,15,0,892
442,2004,IRAN NUCLEAR I,220,FRN,971,630,IRN,974,2003,6,13,2004,11,15,1,892
442,2003,IRAN NUCLEAR I,260,GFR,972,630,IRN,974,2003,6,13,2004,11,15,0,893
442,2004,IRAN NUCLEAR I,260,GFR,972,630,IRN,974,2003,6,13,2004,11,15,1,893
442,2003,IRAN NUCLEAR I,200,UKG,973,630,IRN,974,2003,6,13,2004,11,15,0,894
442,2004,IRAN NUCLEAR I,200,UKG,973,630,IRN,974,2003,6,13,2004,11,15,1,894
443,2003,HAIFA SUICIDE BOMBING,652,SYR,976,666,ISR,975,2003,10,4,2003,12,2,0,895
444,2004,DRC/RWANDA,490,DRC,977,517,RWA,978,2004,6,1,2004,12,20,0,896
445,2004,S. OSSETIA/ABKHAZIA,365,RUS,980,372,GRG,979,2004,6,10,2004,11,5,0,897
446,2005,ETHIOPIA-ERITREA II,530,ETH,981,531,ERI,982,2005,10,4,2006,1,11,0,898
446,2006,ETHIOPIA-ERITREA II,530,ETH,981,531,ERI,982,2005,10,4,2006,1,11,1,898
447,2005,CHAD-SUDAN I,483,CHA,983,625,SUD,984,2005,12,18,2006,2,8,0,899
447,2006,CHAD-SUDAN I,483,CHA,983,625,SUD,984,2005,12,18,2006,2,8,1,899
448,2006,IRAN NUCLEAR II,220,FRN,985,630,IRN,988,2006,1,10,2007,12,4,0,900
448,2007,IRAN NUCLEAR II,220,FRN,985,630,IRN,988,2006,1,10,2007,12,4,1,900
448,2006,IRAN NUCLEAR II,200,UKG,986,630,IRN,988,2006,1,10,2007,12,4,0,901
448,2007,IRAN NUCLEAR II,200,UKG,986,630,IRN,988,2006,1,10,2007,12,4,1,901
448,2006,IRAN NUCLEAR II,2,USA,987,630,IRN,988,2006,1,10,2007,12,4,0,902
448,2007,IRAN NUCLEAR II,2,USA,987,630,IRN,988,2006,1,10,2007,12,4,1,902
449,2006,CHAD-SUDAN II,483,CHA,989,625,SUD,9999,2006,4,12,2006,8,8,0,903
450,2006,N. KOREA NUCLEAR III,2,USA,990,731,PRK,991,2006,5,5,2007,10,3,0,904
450,2007,N. KOREA NUCLEAR III,2,USA,990,731,PRK,991,2006,5,5,2007,10,3,1,904
451,2006,ISRAEL LEBANON WAR II,660,LEB,993,666,ISR,992,2006,7,12,2006,9,8,0,905
451,2006,ISRAEL LEBANON WAR II,652,SYR,9999,666,ISR,992,2006,7,12,2006,9,8,0,906
452,2006,ETHIOPIA INVASION SOMALIA,520,SOM,9999,530,ETH,994,2006,10,9,2007,1,2,0,907
452,2007,ETHIOPIA INVASION SOMALIA,520,SOM,9999,530,ETH,994,2006,10,9,2007,1,2,1,907
453,2007,CHAD-SUDAN III,483,CHA,995,625,SUD,996,2007,3,31,2007,4,17,0,908
454,2007,ETHIOPIA-ERITREA III,530,ETH,998,531,ERI,997,2007,9,8,2007,12,1,0,909
455,2007,CHAD-SUDAN IV,483,CHA,999,625,SUD,1000,2007,12,26,2008,8,1,0,910
455,2008,CHAD-SUDAN IV,483,CHA,999,625,SUD,1000,2007,12,26,2008,8,1,1,910
456,2008,DJIBOUTI-ERITREA,522,DJI,1001,531,ERI,1002,2008,4,7,2008,6,30,0,911
457,2008,PREAH VIHEAR TEMPLE I,800,THI,1003,811,CAM,1004,2008,7,8,2009,8,24,0,912
457,2009,PREAH VIHEAR TEMPLE I,800,THI,1003,811,CAM,1004,2008,7,8,2009,8,24,1,912
458,2008,RUSSO-GEORGIAN WAR,365,RUS,1006,372,GRG,1005,2008,8,7,2008,8,16,0,913
459,2009,N. KOREA NUCLEAR IV-SATELLITE LAUNCH,2,USA,1007,731,PRK,1010,2009,3,11,2009,8,4,0,914
459,2009,N. KOREA NUCLEAR IV-SATELLITE LAUNCH,731,PRK,1010,732,ROK,1008,2009,3,11,2009,8,4,0,915
459,2009,N. KOREA NUCLEAR IV-SATELLITE LAUNCH,731,PRK,1010,740,JPN,1009,2009,3,11,2009,8,4,0,916
460,2009,CHAD-SUDAN V,483,CHA,1011,625,SUD,1012,2009,5,5,2010,2,9,0,917
460,2010,CHAD-SUDAN V,483,CHA,1011,625,SUD,1012,2009,5,5,2010,2,9,1,917
461,2010,CHEONAN SINKING,731,PRK,1014,732,ROK,1013,2010,3,26,2010,7,26,0,918
462,2010,YEONPYEONG ISLAND,731,PRK,1015,732,ROK,1016,2010,11,23,2011,6,19,0,919
462,2011,YEONPYEONG ISLAND,731,PRK,1015,732,ROK,1016,2010,11,23,2011,6,19,1,919
463,2011,PREAH VIHEAR TEMPLE II,800,THI,1017,811,CAM,1018,2011,2,4,2011,12,21,0,920
464,2011,LIBYAN CIVILWAR,2,USA,1019,620,LIB,1025,2011,2,22,2011,10,20,0,921
464,2011,LIBYAN CIVILWAR,200,UKG,1020,620,LIB,1025,2011,2,22,2011,10,20,0,922
464,2011,LIBYAN CIVILWAR,220,FRN,1021,620,LIB,1025,2011,2,22,2011,10,20,0,923
464,2011,LIBYAN CIVILWAR,20,CAN,1022,620,LIB,1025,2011,2,22,2011,10,20,0,924
464,2011,LIBYAN CIVILWAR,325,ITA,1023,620,LIB,1025,2011,2,22,2011,10,20,0,925
464,2011,LIBYAN CIVILWAR,620,LIB,1025,694,QAT,1024,2011,2,22,2011,10,20,0,926
465,2011,COTE D'IVOIRE PRESIDENTIAL CRISIS,220,FRN,9999,437,CDI,1026,2011,4,3,2011,4,11,0,927
466,2011,SUDAN-SOUTH SUDAN,625,SUD,1027,626,SSD,1028,2011,5,19,2012,9,27,0,928
466,2012,SUDAN-SOUTH SUDAN,625,SUD,1027,626,SSD,1028,2011,5,19,2012,9,27,1,928
467,2012,SCARBOROUGH SHOAL,710,CHN,9999,840,PHI,1029,2012,4,10,2012,6,15,0,929
468,2012,SYRIA-TURKEY BORDER INCIDENTS,640,TUR,1030,652,SYR,9999,2012,10,3,2012,12,4,0,930
469,2013,N. KOREA NUCLEAR V,731,PRK,1034,732,ROK,1031,2013,2,12,2013,8,14,0,931
469,2013,N. KOREA NUCLEAR V,2,USA,1032,731,PRK,1034,2013,2,12,2013,8,14,0,932
469,2013,N. KOREA NUCLEAR V,731,PRK,1034,740,JPN,1033,2013,2,12,2013,8,14,0,933
470,2013,SYRIA CHEMICAL WEAPONS,2,USA,1035,652,SYR,1036,2013,8,21,2013,9,21,0,934
471,2014,CRIMEA-DONBASS,365,RUS,1037,369,UKR,1038,2014,2,22,2015,2,18,0,935
471,2015,CRIMEA-DONBASS,365,RUS,1037,369,UKR,1038,2014,2,22,2015,2,18,1,935
472,2014,CHINESE OIL RIG,710,CHN,1040,816,DRV,1039,2014,5,2,2014,7,16,0,936
473,2014,INDIA-PAKISTAN BORDER FIRING,750,IND,1041,770,PAK,1042,2014,10,6,2014,10,88,0,937
474,2015,HOUTHI REBELLION,630,IRN,9999,670,SAU,1043,2015,1,22,2020,12,26,0,938
474,2016,HOUTHI REBELLION,630,IRN,9999,670,SAU,1043,2015,1,22,2020,12,26,1,938
474,2017,HOUTHI REBELLION,630,IRN,9999,670,SAU,1043,2015,1,22,2020,12,26,1,938
474,2018,HOUTHI REBELLION,630,IRN,9999,670,SAU,1043,2015,1,22,2020,12,26,1,938
474,2019,HOUTHI REBELLION,630,IRN,9999,670,SAU,1043,2015,1,22,2020,12,26,1,938
474,2020,HOUTHI REBELLION,630,IRN,9999,670,SAU,1043,2015,1,22,2020,12,26,1,938
474,2015,HOUTHI REBELLION,630,IRN,9999,696,UAE,1079,2015,1,22,2020,2,9,0,962
474,2016,HOUTHI REBELLION,630,IRN,9999,696,UAE,1079,2015,1,22,2020,2,9,1,962
474,2017,HOUTHI REBELLION,630,IRN,9999,696,UAE,1079,2015,1,22,2020,2,9,1,962
474,2018,HOUTHI REBELLION,630,IRN,9999,696,UAE,1079,2015,1,22,2020,2,9,1,962
474,2019,HOUTHI REBELLION,630,IRN,9999,696,UAE,1079,2015,1,22,2020,2,9,1,962
474,2020,HOUTHI REBELLION,630,IRN,9999,696,UAE,1079,2015,1,22,2020,2,9,1,962
475,2015,KOREAN LAND MINE,731,PRK,1045,732,ROK,1044,2015,8,66,2015,8,25,0,939
476,2015,TURKEY-RUSSIA JET INCIDENT,365,RUS,1047,640,TUR,1046,2015,11,24,2016,6,29,0,940
476,2015,TURKEY-RUSSIA JET INCIDENT,365,RUS,1047,390,DEN,1048,2015,11,24,2016,2,77,0,941
476,2015,TURKEY-RUSSIA JET INCIDENT,220,FRN,1049,365,RUS,1047,2015,11,24,2016,2,77,0,942
476,2015,TURKEY-RUSSIA JET INCIDENT,260,GFR,1050,365,RUS,1047,2015,11,24,2016,2,77,0,943
476,2015,TURKEY-RUSSIA JET INCIDENT,200,UKG,1051,365,RUS,1047,2015,11,24,2016,2,77,0,944
476,2015,TURKEY-RUSSIA JET INCIDENT,2,USA,1052,365,RUS,1047,2015,11,24,2016,2,77,0,945
477,2016,NORTH KOREA NUCLEAR VI,731,PRK,1056,732,ROK,1053,2016,1,6,2016,10,29,0,946
477,2016,NORTH KOREA NUCLEAR VI,2,USA,1054,731,PRK,1056,2016,1,6,2016,12,1,0,947
477,2016,NORTH KOREA NUCLEAR VI,731,PRK,1056,740,JPN,1055,2016,1,6,2016,12,2,0,948
478,2016,NAGORNYY-KARABAKH APRIL WAR,371,ARM,1057,373,AZE,1058,2016,4,1,2016,4,5,0,949
479,2016,EAST CHINA SEA,710,CHN,9999,740,JPN,1059,2016,6,9,2016,6,14,0,950
480,2016,TORKHAM BORDER INCIDENT,700,AFG,1060,770,PAK,1061,2016,6,12,2016,6,15,0,951
481,2016,OPERATION EUPHRATES SHIELD,640,TUR,1063,652,SYR,1062,2016,8,24,2017,3,29,0,952
481,2017,OPERATION EUPHRATES SHIELD,640,TUR,1063,652,SYR,1062,2016,8,24,2017,3,29,1,952
482,2016,URI BASE ATTACK,750,IND,1064,770,PAK,1065,2016,9,18,2016,9,20,0,953
483,1999,KISANGANI CONFLICT,500,UGA,1067,517,RWA,1066,1999,8,7,2001,11,6,0,954
483,2000,KISANGANI CONFLICT,500,UGA,1067,517,RWA,1066,1999,8,7,2001,11,6,1,954
483,2001,KISANGANI CONFLICT,500,UGA,1067,517,RWA,1066,1999,8,7,2001,11,6,1,954
484,2017,SERBIAN TRAIN INCIDENT,345,SER,1069,347,KOS,1068,2017,1,14,2017,2,66,0,955
485,2017,SHRINE LAL SHAHBAZ ATTACK,700,AFG,1071,770,PAK,1070,2017,2,16,2017,5,27,0,956
486,2017,SYRIA CHEMICAL WEAPONS II,2,USA,1072,652,SYR,1073,2017,4,4,2017,4,24,0,957
486,2017,SYRIA CHEMICAL WEAPONS II,2,USA,1072,365,RUS,1074,2017,4,7,2017,4,24,0,958
487,2017,NORTH KOREA NUCLEAR VII,2,USA,1075,731,PRK,1078,2017,7,3,2018,6,12,0,959
487,2018,NORTH KOREA NUCLEAR VII,2,USA,1075,731,PRK,1078,2017,7,3,2018,6,12,1,959
487,2017,NORTH KOREA NUCLEAR VII,731,PRK,1078,732,ROK,1076,2017,7,3,2018,4,27,0,960
487,2018,NORTH KOREA NUCLEAR VII,731,PRK,1078,732,ROK,1076,2017,7,3,2018,4,27,1,960
487,2017,NORTH KOREA NUCLEAR VII,731,PRK,1078,740,JPN,1077,2017,7,3,2018,4,88,0,961
487,2018,NORTH KOREA NUCLEAR VII,731,PRK,1078,740,JPN,1077,2017,7,3,2018,4,88,1,961
488,2018,ISRAEL-IRAN CLASHES IN SYRIA,630,IRN,1081,666,ISR,1080,2018,2,10,2018,5,10,0,966
489,2018,SYRIA CHEMICAL WEAPONS III,2,USA,1082,652,SYR,1085,2018,4,7,2018,4,14,0,967
489,2018,SYRIA CHEMICAL WEAPONS III,200,UKG,1083,652,SYR,1085,2018,4,7,2018,4,14,0,968
489,2018,SYRIA CHEMICAL WEAPONS III,220,FRN,1084,652,SYR,1085,2018,4,7,2018,4,14,0,969
