CRISNO	YEAR	CRISNAME	STATEA	NAMEA	ACTNUMA	STATEB	NAMEB	ACTNUMB	ONESIDE	COWMEMA	COWMEMB	GWMEMA	GWMEMB	IWCA	IWCB	YRTRIGA	MOTRIGA	DATRIGA	YRTERMA	MOTERMA	DATERMA	YRTRIGB	MOTRIGB	DATRIGB	YRTERMB	MOTERMB	DATERMB	TRGYRDY	TRGMODY	TRGDADY	TRMYRDY	TRMMODY	TRMDADY	DURDAYS	DURYEAR	ONGOING	CRDYNUM
66	1938	ITALY THREAT/FRANCE     	220	FRN  	143	325	ITA  	9999	2	0	0	0	0	1	-99	1938	11	30	1939	3	31	-99	-99	-99	-99	-99	-99	1938	11	30	1939	3	31	121	2	0	100
66	1939	ITALY THREAT/FRANCE     	220	FRN  	143	325	ITA  	9999	2	0	0	0	0	1	-99	1938	11	30	1939	3	31	-99	-99	-99	-99	-99	-99	1938	11	30	1939	3	31	121	2	1	100
67	1938	SPANISH CIVIL WAR IV    	230	SPN  	144	255	GER  	9999	2	0	0	0	0	8	-99	1938	12	23	1939	3	31	-99	-99	-99	-99	-99	-99	1938	12	23	1939	3	31	98	2	0	101
67	1939	SPANISH CIVIL WAR IV    	230	SPN  	144	255	GER  	9999	2	0	0	0	0	8	-99	1938	12	23	1939	3	31	-99	-99	-99	-99	-99	-99	1938	12	23	1939	3	31	98	2	1	101
67	1938	SPANISH CIVIL WAR IV    	230	SPN  	144	325	ITA  	9999	2	0	0	0	0	8	-99	1938	12	23	1939	3	31	-99	-99	-99	-99	-99	-99	1938	12	23	1939	3	31	98	2	0	102
67	1939	SPANISH CIVIL WAR IV    	230	SPN  	144	325	ITA  	9999	2	0	0	0	0	8	-99	1938	12	23	1939	3	31	-99	-99	-99	-99	-99	-99	1938	12	23	1939	3	31	98	2	1	102
68	1939	CZECH. ANNEXATION       	255	GER  	9999	315	CZE  	145	1	0	0	0	0	-99	1	-99	-99	-99	-99	-99	-99	1939	3	14	1939	3	15	1939	3	14	1939	3	15	1	1	0	103
69	1939	MEMEL                   	255	GER  	9999	368	LIT  	146	1	0	0	0	0	-99	1	-99	-99	-99	-99	-99	-99	1939	3	15	1939	3	22	1939	3	15	1939	3	22	7	1	0	104
70	1939	DANZIG                  	255	GER  	9999	290	POL  	147	1	0	0	0	0	-99	1	-99	-99	-99	-99	-99	-99	1939	3	21	1939	4	6	1939	3	21	1939	4	6	16	1	0	105
71	1939	INVASION OF ALBANIA     	200	UNK  	151	325	ITA  	9999	2	0	0	0	0	1	-99	1939	4	7	1939	4	13	-99	-99	-99	-99	-99	-99	1939	4	7	1939	4	13	6	1	0	106
71	1939	INVASION OF ALBANIA     	220	FRN  	149	325	ITA  	9999	2	0	0	0	0	1	-99	1939	4	7	1939	4	13	-99	-99	-99	-99	-99	-99	1939	4	7	1939	4	13	6	1	0	107
71	1939	INVASION OF ALBANIA     	325	ITA  	9999	339	ALB  	148	1	0	0	0	0	-99	1	-99	-99	-99	-99	-99	-99	1939	3	25	1939	4	8	1939	3	25	1939	4	8	14	1	0	108
71	1939	INVASION OF ALBANIA     	325	ITA  	9999	350	GRC  	150	1	0	0	0	0	-99	1	-99	-99	-99	-99	-99	-99	1939	4	7	1939	4	13	1939	4	7	1939	4	13	6	1	0	109
72	1939	NOMONHAN                	365	USR  	152	740	JAP  	153	0	0	0	0	0	1	7	1939	5	28	1939	9	15	1939	6	18	1939	9	15	1939	6	18	1939	9	15	89	1	0	110
72	1939	NOMONHAN                	712	MON  	9999	740	JAP  	153	1	0	0	0	0	-99	7	-99	-99	-99	-99	-99	-99	1939	6	18	1939	9	15	1939	6	18	1939	9	15	89	1	0	111
73	1939	TIENTSIN                	200	UNK  	154	740	JAP  	9999	2	0	0	0	0	1	-99	1939	6	14	1939	8	29	-99	-99	-99	-99	-99	-99	1939	6	14	1939	8	29	76	1	0	112
74	1939	ENTRY WWII              	20	CAN  	173	255	GER  	9999	2	0	0	0	0	1	-99	1939	8	22	1939	9	10	-99	-99	-99	-99	-99	-99	1939	8	22	1939	9	10	19	1	0	113
74	1939	ENTRY WWII              	200	UNK  	157	255	GER  	9999	2	0	0	0	0	1	-99	1939	8	21	1939	9	3	-99	-99	-99	-99	-99	-99	1939	8	21	1939	9	3	13	1	0	114
74	1939	ENTRY WWII              	200	UNK  	157	365	USR  	158	0	0	0	0	0	1	1	1939	8	21	1939	9	3	1939	8	21	1939	9	28	1939	8	21	1939	9	3	13	1	0	115
74	1939	ENTRY WWII              	210	NTH  	171	255	GER  	9999	2	0	0	0	0	1	-99	1939	8	22	1939	9	3	-99	-99	-99	-99	-99	-99	1939	8	22	1939	9	3	12	1	0	116
74	1939	ENTRY WWII              	211	BEL  	169	255	GER  	9999	2	0	0	0	0	1	-99	1939	8	22	1939	9	3	-99	-99	-99	-99	-99	-99	1939	8	22	1939	9	3	12	1	0	117
74	1939	ENTRY WWII              	212	LUX  	159	255	GER  	9999	2	0	0	0	0	1	-99	1939	8	22	1939	8	31	-99	-99	-99	-99	-99	-99	1939	8	22	1939	8	31	9	1	0	118
74	1939	ENTRY WWII              	220	FRN  	170	255	GER  	9999	2	0	0	0	0	1	-99	1939	8	22	1939	9	3	-99	-99	-99	-99	-99	-99	1939	8	22	1939	9	3	12	1	0	119
74	1939	ENTRY WWII              	220	FRN  	170	365	USR  	158	0	0	0	0	0	1	1	1939	8	22	1939	9	3	1939	8	21	1939	9	28	1939	8	22	1939	9	3	12	1	0	120
74	1939	ENTRY WWII              	225	SWZ  	160	255	GER  	9999	2	0	0	0	0	1	-99	1939	8	22	1939	8	31	-99	-99	-99	-99	-99	-99	1939	8	22	1939	8	31	9	1	0	121
74	1939	ENTRY WWII              	255	GER  	9999	290	POL  	174	1	0	0	0	0	-99	1	-99	-99	-99	-99	-99	-99	1939	8	22	1939	9	17	1939	8	22	1939	9	17	26	1	0	122
74	1939	ENTRY WWII              	255	GER  	9999	360	ROM  	165	1	0	0	0	0	-99	1	-99	-99	-99	-99	-99	-99	1939	8	22	1939	9	1	1939	8	22	1939	9	1	10	1	0	123
74	1939	ENTRY WWII              	255	GER  	9999	365	USR  	158	1	0	0	0	0	-99	1	-99	-99	-99	-99	-99	-99	1939	8	21	1939	9	28	1939	8	21	1939	9	28	38	1	0	124
74	1939	ENTRY WWII              	255	GER  	9999	366	EST  	162	1	0	0	0	0	-99	1	-99	-99	-99	-99	-99	-99	1939	8	22	1939	9	1	1939	8	22	1939	9	1	10	1	0	125
74	1939	ENTRY WWII              	255	GER  	9999	367	LAT  	155	1	0	0	0	0	-99	1	-99	-99	-99	-99	-99	-99	1939	8	20	1939	9	1	1939	8	20	1939	9	1	12	1	0	126
74	1939	ENTRY WWII              	255	GER  	9999	368	LIT  	167	1	0	0	0	0	-99	1	-99	-99	-99	-99	-99	-99	1939	8	22	1939	9	2	1939	8	22	1939	9	2	11	1	0	127
74	1939	ENTRY WWII              	255	GER  	9999	375	FIN  	163	1	0	0	0	0	-99	1	-99	-99	-99	-99	-99	-99	1939	8	22	1939	9	1	1939	8	22	1939	9	1	10	1	0	128
74	1939	ENTRY WWII              	255	GER  	9999	380	SWD  	166	1	0	0	0	0	-99	1	-99	-99	-99	-99	-99	-99	1939	8	22	1939	9	1	1939	8	22	1939	9	1	10	1	0	129
74	1939	ENTRY WWII              	255	GER  	9999	385	NOR  	164	1	0	0	0	0	-99	1	-99	-99	-99	-99	-99	-99	1939	8	22	1939	9	1	1939	8	22	1939	9	1	10	1	0	130
74	1939	ENTRY WWII              	255	GER  	9999	390	DEN  	161	1	0	0	0	0	-99	1	-99	-99	-99	-99	-99	-99	1939	8	22	1939	9	1	1939	8	22	1939	9	1	10	1	0	131
74	1939	ENTRY WWII              	255	GER  	9999	560	SAF  	175	1	0	0	0	0	-99	1	-99	-99	-99	-99	-99	-99	1939	9	1	1939	9	6	1939	9	1	1939	9	6	5	1	0	132
74	1939	ENTRY WWII              	255	GER  	9999	900	AUL  	168	1	0	0	0	0	-99	1	-99	-99	-99	-99	-99	-99	1939	8	22	1939	9	3	1939	8	22	1939	9	3	12	1	0	133
74	1939	ENTRY WWII              	255	GER  	9999	920	NEW  	172	1	0	0	0	0	-99	1	-99	-99	-99	-99	-99	-99	1939	8	22	1939	9	3	1939	8	22	1939	9	3	12	1	0	134
74	1939	ENTRY WWII              	290	POL  	174	365	USR  	158	0	0	0	0	0	1	1	1939	8	22	1939	9	17	1939	8	21	1939	9	28	1939	8	22	1939	9	17	26	1	0	135
74	1939	ENTRY WWII              	360	ROM  	165	365	USR  	158	0	0	0	0	0	1	1	1939	8	22	1939	9	1	1939	8	21	1939	9	28	1939	8	22	1939	9	1	10	1	0	136
74	1939	ENTRY WWII              	365	USR  	158	366	EST  	162	0	0	0	0	0	1	1	1939	8	21	1939	9	28	1939	8	22	1939	9	1	1939	8	22	1939	9	1	10	1	0	137
74	1939	ENTRY WWII              	365	USR  	158	367	LAT  	155	0	0	0	0	0	1	1	1939	8	21	1939	9	28	1939	8	20	1939	9	1	1939	8	21	1939	9	1	11	1	0	138
74	1939	ENTRY WWII              	365	USR  	158	368	LIT  	167	0	0	0	0	0	1	1	1939	8	21	1939	9	28	1939	8	22	1939	9	2	1939	8	22	1939	9	2	11	1	0	139
74	1939	ENTRY WWII              	365	USR  	158	375	FIN  	163	0	0	0	0	0	1	1	1939	8	21	1939	9	28	1939	8	22	1939	9	1	1939	8	22	1939	9	1	10	1	0	140
74	1939	ENTRY WWII              	365	USR  	158	740	JAP  	156	0	0	0	0	0	1	1	1939	8	21	1939	9	28	1939	8	21	1939	8	28	1939	8	21	1939	8	28	7	1	0	141
75	1939	SOVIET OCCUP BALTIC     	365	USR  	9999	366	EST  	176	1	0	0	0	0	-99	1	-99	-99	-99	-99	-99	-99	1939	9	26	1939	9	28	1939	9	26	1939	9	28	2	1	0	142
75	1939	SOVIET OCCUP BALTIC     	365	USR  	9999	367	LAT  	177	1	0	0	0	0	-99	1	-99	-99	-99	-99	-99	-99	1939	10	3	1939	10	5	1939	10	3	1939	10	5	2	1	0	143
75	1939	SOVIET OCCUP BALTIC     	365	USR  	9999	368	LIT  	178	1	0	0	0	0	-99	1	-99	-99	-99	-99	-99	-99	1939	10	3	1939	10	10	1939	10	3	1939	10	10	7	1	0	144
76	1939	FINNISH WAR             	365	USR  	9999	375	FIN  	179	1	0	0	0	0	-99	1	-99	-99	-99	-99	-99	-99	1939	10	6	1940	3	13	1939	10	6	1940	3	13	159	2	0	145
76	1940	FINNISH WAR             	365	USR  	9999	375	FIN  	179	1	0	0	0	0	-99	1	-99	-99	-99	-99	-99	-99	1939	10	6	1940	3	13	1939	10	6	1940	3	13	159	2	1	145
76	1940	FINNISH WAR             	200	UNK  	182	365	USR  	9999	2	0	0	0	0	1	-99	1940	1	14	1940	3	13	-99	-99	-99	-99	-99	-99	1940	1	14	1940	3	13	59	1	0	146
76	1940	FINNISH WAR             	220	FRN  	181	365	USR  	9999	2	0	0	0	0	1	-99	1940	1	14	1940	3	13	-99	-99	-99	-99	-99	-99	1940	1	14	1940	3	13	59	1	0	147
77	1940	INVAS.-SCANDINAVIA      	200	UNK  	187	255	GER  	9999	2	0	0	0	0	7	-99	1940	4	9	1940	6	8	-99	-99	-99	-99	-99	-99	1940	4	9	1940	6	8	60	1	0	148
77	1940	INVAS.-SCANDINAVIA      	210	NTH  	185	255	GER  	9999	2	0	0	0	0	1	-99	1940	4	9	1940	4	27	-99	-99	-99	-99	-99	-99	1940	4	9	1940	4	27	18	1	0	149
77	1940	INVAS.-SCANDINAVIA      	220	FRN  	186	255	GER  	9999	2	0	0	0	0	7	-99	1940	4	9	1940	6	8	-99	-99	-99	-99	-99	-99	1940	4	9	1940	6	8	60	1	0	150
77	1940	INVAS.-SCANDINAVIA      	255	GER  	9999	385	NOR  	183	1	0	2	0	0	-99	4	-99	-99	-99	-99	-99	-99	1940	4	8	1940	6	10	1940	4	8	1940	6	10	63	1	0	151
77	1940	INVAS.-SCANDINAVIA      	255	GER  	9999	390	DEN  	184	1	0	0	0	0	-99	1	-99	-99	-99	-99	-99	-99	1940	4	9	1940	4	9	1940	4	9	1940	4	9	0	1	0	152
78	1940	FALL OF WEST EUROPE     	200	UNK  	191	255	GER  	9999	2	0	0	0	0	7	-99	1940	5	10	1940	6	17	-99	-99	-99	-99	-99	-99	1940	5	10	1940	6	17	38	1	0	153
78	1940	FALL OF WEST EUROPE     	200	UNK  	191	325	ITA  	9999	2	0	0	0	0	7	-99	1940	5	10	1940	6	17	-99	-99	-99	-99	-99	-99	1940	5	10	1940	6	17	38	1	0	154
78	1940	FALL OF WEST EUROPE     	210	NTH  	189	255	GER  	9999	2	0	0	0	0	4	-99	1940	5	10	1940	5	15	-99	-99	-99	-99	-99	-99	1940	5	10	1940	5	15	5	1	0	155
78	1940	FALL OF WEST EUROPE     	211	BEL  	190	255	GER  	9999	2	0	0	0	0	4	-99	1940	5	10	1940	5	28	-99	-99	-99	-99	-99	-99	1940	5	10	1940	5	28	18	1	0	156
78	1940	FALL OF WEST EUROPE     	212	LUX  	188	255	GER  	9999	2	0	0	0	0	1	-99	1940	5	10	1940	5	10	-99	-99	-99	-99	-99	-99	1940	5	10	1940	5	10	0	1	0	157
78	1940	FALL OF WEST EUROPE     	220	FRN  	192	255	GER  	9999	2	0	0	0	0	7	-99	1940	5	10	1940	6	22	-99	-99	-99	-99	-99	-99	1940	5	10	1940	6	22	43	1	0	158
78	1940	FALL OF WEST EUROPE     	220	FRN  	192	325	ITA  	9999	2	0	0	0	0	7	-99	1940	5	10	1940	6	22	-99	-99	-99	-99	-99	-99	1940	5	10	1940	6	22	43	1	0	159
79	1940	CLOSURE/BURMA ROAD      	200	UNK  	193	740	JAP  	9999	2	0	0	0	0	1	-99	1940	6	24	1940	7	14	-99	-99	-99	-99	-99	-99	1940	6	24	1940	7	14	20	1	0	160
80	1940	ROMANIAN TERRITORY      	310	HUN  	9999	360	RUM  	195	1	0	0	0	0	-99	1	-99	-99	-99	-99	-99	-99	1940	7	1	1940	8	30	1940	7	1	1940	8	30	60	1	0	161
80	1940	ROMANIAN TERRITORY      	355	BUL  	9999	360	RUM  	196	1	0	0	0	0	-99	1	-99	-99	-99	-99	-99	-99	1940	7	31	1940	9	7	1940	7	31	1940	9	7	38	1	0	162
80	1940	ROMANIAN TERRITORY      	360	RUM  	194	365	USR  	9999	2	0	0	0	0	1	-99	1940	6	26	1940	7	2	-99	-99	-99	-99	-99	-99	1940	6	26	1940	7	2	6	1	0	163
81	1940	BATTLE OF BRITAIN       	200	UNK  	197	255	GER  	9999	2	0	0	0	0	6	-99	1940	7	10	1940	9	15	-99	-99	-99	-99	-99	-99	1940	7	10	1940	9	15	67	1	0	164
82	1941	E. AFRICA CAMPAIGN      	200	UNK  	198	325	ITA  	199	0	0	0	0	0	7	8	1940	8	19	1941	5	17	1941	3	27	1941	5	17	1941	3	27	1941	5	17	51	1	0	165
82	1941	E. AFRICA CAMPAIGN      	325	ITA  	199	530	ETH  	9999	2	0	1	0	0	8	-99	1941	3	27	1941	5	17	-99	-99	-99	-99	-99	-99	1941	3	27	1941	5	17	51	1	0	166
82	1941	E. AFRICA CAMPAIGN      	325	ITA  	199	560	SAF  	9999	2	0	0	0	0	8	-99	1941	3	27	1941	5	17	-99	-99	-99	-99	-99	-99	1941	3	27	1941	5	17	51	1	0	167
83	1940	BALKAN INVASION         	200	UNK  	202	325	ITA  	204	0	0	0	0	0	2	8	1940	10	28	1940	11	22	1940	11	21	1941	4	23	1940	11	21	1940	11	22	1	1	0	168
83	1940	BALKAN INVASION         	255	GER  	205	900	AUL  	9999	2	0	0	0	0	8	-99	1940	11	21	1941	6	1	-99	-99	-99	-99	-99	-99	1940	11	21	1941	6	1	192	2	0	169
83	1941	BALKAN INVASION         	255	GER  	205	900	AUL  	9999	2	0	0	0	0	8	-99	1940	11	21	1941	6	1	-99	-99	-99	-99	-99	-99	1940	11	21	1941	6	1	192	2	1	169
83	1940	BALKAN INVASION         	255	GER  	205	920	NEW  	9999	2	0	0	0	0	8	-99	1940	11	21	1941	6	1	-99	-99	-99	-99	-99	-99	1940	11	21	1941	6	1	192	2	0	170
83	1941	BALKAN INVASION         	255	GER  	205	920	NEW  	9999	2	0	0	0	0	8	-99	1940	11	21	1941	6	1	-99	-99	-99	-99	-99	-99	1940	11	21	1941	6	1	192	2	1	170
83	1940	BALKAN INVASION         	325	ITA  	204	345	YUG  	201	0	0	0	0	0	8	1	1940	11	21	1941	4	23	1940	10	28	1940	11	21	1940	11	21	1940	11	21	0	1	0	171
83	1940	BALKAN INVASION         	325	ITA  	204	350	GRC  	200	0	0	0	0	0	8	4	1940	11	21	1941	4	23	1940	10	28	1940	11	21	1940	11	21	1940	11	21	0	1	0	172
83	1940	BALKAN INVASION         	325	ITA  	204	640	TUR  	203	0	0	0	0	0	8	1	1940	11	21	1941	4	23	1940	10	28	1941	2	17	1940	11	21	1941	2	17	88	2	0	173
83	1941	BALKAN INVASION         	325	ITA  	204	640	TUR  	203	0	0	0	0	0	8	1	1940	11	21	1941	4	23	1940	10	28	1941	2	17	1940	11	21	1941	2	17	88	2	1	173
83	1940	BALKAN INVASION         	325	ITA  	204	900	AUL  	9999	2	0	0	0	0	8	-99	1940	11	21	1941	4	23	-99	-99	-99	-99	-99	-99	1940	11	21	1941	4	23	153	2	0	174
83	1941	BALKAN INVASION         	325	ITA  	204	900	AUL  	9999	2	0	0	0	0	8	-99	1940	11	21	1941	4	23	-99	-99	-99	-99	-99	-99	1940	11	21	1941	4	23	153	2	1	174
83	1940	BALKAN INVASION         	325	ITA  	204	920	NEW  	9999	2	0	0	0	0	8	-99	1940	11	21	1941	4	23	-99	-99	-99	-99	-99	-99	1940	11	21	1941	4	23	153	2	0	175
83	1941	BALKAN INVASION         	325	ITA  	204	920	NEW  	9999	2	0	0	0	0	8	-99	1940	11	21	1941	4	23	-99	-99	-99	-99	-99	-99	1940	11	21	1941	4	23	153	2	1	175
83	1940	BALKAN INVASION         	355	BUL  	9999	640	TUR  	203	1	0	0	0	0	-99	1	-99	-99	-99	-99	-99	-99	1940	10	28	1941	2	17	1940	10	28	1941	2	17	112	2	0	176
83	1941	BALKAN INVASION         	355	BUL  	9999	640	TUR  	203	1	0	0	0	0	-99	1	-99	-99	-99	-99	-99	-99	1940	10	28	1941	2	17	1940	10	28	1941	2	17	112	2	1	176
83	1941	BALKAN INVASION         	200	UNK  	208	255	GER  	205	0	0	0	0	0	7	8	1941	4	6	1941	6	1	1940	11	21	1941	6	1	1941	4	6	1941	6	1	56	1	0	177
83	1941	BALKAN INVASION         	255	GER  	205	345	YUG  	206	0	0	0	0	0	8	4	1940	11	21	1941	6	1	1941	3	4	1941	4	17	1941	3	4	1941	4	17	44	1	0	178
83	1941	BALKAN INVASION         	255	GER  	205	350	GRC  	207	0	0	0	0	0	8	2	1940	11	21	1941	6	1	1941	4	6	1941	4	23	1941	4	6	1941	4	23	17	1	0	179
83	1941	BALKAN INVASION         	310	HUN  	9999	345	YUG  	206	1	0	0	0	0	-99	4	-99	-99	-99	-99	-99	-99	1941	3	4	1941	4	17	1941	3	4	1941	4	17	44	1	0	180
83	1941	BALKAN INVASION         	310	HUN  	9999	350	GRC  	207	1	0	0	0	0	-99	2	-99	-99	-99	-99	-99	-99	1941	4	6	1941	4	23	1941	4	6	1941	4	23	17	1	0	181
83	1941	BALKAN INVASION         	325	ITA  	204	345	YUG  	206	0	0	0	0	0	8	4	1940	11	21	1941	4	23	1941	3	4	1941	4	17	1941	3	4	1941	4	17	44	1	0	182
83	1941	BALKAN INVASION         	325	ITA  	204	350	GRC  	207	0	0	0	0	0	8	2	1940	11	21	1941	4	23	1941	4	6	1941	4	23	1941	4	6	1941	4	23	17	1	0	183
83	1941	BALKAN INVASION         	345	YUG  	206	355	BUL  	9999	2	0	0	0	0	4	-99	1941	3	4	1941	4	17	-99	-99	-99	-99	-99	-99	1941	3	4	1941	4	17	44	1	0	184
83	1941	BALKAN INVASION         	350	GRC  	207	355	BUL  	9999	2	0	0	0	0	2	-99	1941	4	6	1941	4	23	-99	-99	-99	-99	-99	-99	1941	4	6	1941	4	23	17	1	0	185
84	1941	MID-EAST CAMPAIGN       	200	UNK  	210	255	GER  	211	0	0	0	0	0	3	10	1941	4	29	1941	7	14	1941	5	14	1941	6	6	1941	5	14	1941	6	6	23	1	0	186
84	1941	MID-EAST CAMPAIGN       	200	UNK  	210	645	IRQ  	209	0	0	0	0	0	3	1	1941	4	29	1941	7	14	1941	4	29	1941	5	30	1941	4	29	1941	5	30	31	1	0	187
85	1941	BARBAROSSA              	255	GER  	9999	365	USR  	213	1	0	0	0	0	-99	4	-99	-99	-99	-99	-99	-99	1941	6	22	1941	12	5	1941	6	22	1941	12	5	166	1	0	188
85	1941	BARBAROSSA              	355	BUL  	9999	365	USR  	213	1	0	0	0	0	-99	4	-99	-99	-99	-99	-99	-99	1941	6	22	1941	12	5	1941	6	22	1941	12	5	166	1	0	189
85	1941	BARBAROSSA              	360	RUM  	9999	365	USR  	213	1	0	0	0	0	-99	4	-99	-99	-99	-99	-99	-99	1941	6	22	1941	12	5	1941	6	22	1941	12	5	166	1	0	190
85	1941	BARBAROSSA              	365	USR  	213	375	FIN  	9999	2	0	0	0	0	4	-99	1941	6	22	1941	12	5	-99	-99	-99	-99	-99	-99	1941	6	22	1941	12	5	166	1	0	191
86	1941	ECUADOR/PERU BDR II     	130	ECU  	215	135	PER  	216	0	0	0	0	0	1	1	1941	7	5	1942	1	29	1941	7	23	1942	1	29	1941	7	23	1942	1	29	190	2	0	192
86	1942	ECUADOR/PERU BDR II     	130	ECU  	215	135	PER  	216	0	0	0	0	0	1	1	1941	7	5	1942	1	29	1941	7	23	1942	1	29	1941	7	23	1942	1	29	190	2	1	192
87	1941	OCCUPATION OF IRAN      	200	UNK  	9999	630	IRN  	217	1	0	0	0	0	-99	1	-99	-99	-99	-99	-99	-99	1941	8	25	1942	1	29	1941	8	25	1942	1	29	157	2	0	193
87	1942	OCCUPATION OF IRAN      	200	UNK  	9999	630	IRN  	217	1	0	0	0	0	-99	1	-99	-99	-99	-99	-99	-99	1941	8	25	1942	1	29	1941	8	25	1942	1	29	157	2	1	193
87	1941	OCCUPATION OF IRAN      	365	USR  	9999	630	IRN  	217	1	0	0	0	0	-99	1	-99	-99	-99	-99	-99	-99	1941	8	25	1942	1	29	1941	8	25	1942	1	29	157	2	0	194
87	1942	OCCUPATION OF IRAN      	365	USR  	9999	630	IRN  	217	1	0	0	0	0	-99	1	-99	-99	-99	-99	-99	-99	1941	8	25	1942	1	29	1941	8	25	1942	1	29	157	2	1	194
88	1941	PEARL HARBOR            	2	USA  	224	255	GER  	226	0	0	0	0	0	4	2	1941	12	7	1942	6	7	1941	12	8	1942	2	15	1941	12	8	1942	2	15	69	2	0	195
88	1942	PEARL HARBOR            	2	USA  	224	255	GER  	226	0	0	0	0	0	4	2	1941	12	7	1942	6	7	1941	12	8	1942	2	15	1941	12	8	1942	2	15	69	2	1	195
88	1941	PEARL HARBOR            	2	USA  	224	310	HUN  	9999	2	0	0	0	0	4	-99	1941	12	7	1942	6	7	-99	-99	-99	-99	-99	-99	1941	12	7	1942	6	7	182	2	0	196
88	1942	PEARL HARBOR            	2	USA  	224	310	HUN  	9999	2	0	0	0	0	4	-99	1941	12	7	1942	6	7	-99	-99	-99	-99	-99	-99	1941	12	7	1942	6	7	182	2	1	196
88	1941	PEARL HARBOR            	2	USA  	224	325	ITA  	227	0	0	0	0	0	4	2	1941	12	7	1942	6	7	1941	12	8	1942	2	15	1941	12	8	1942	2	15	69	2	0	197
88	1942	PEARL HARBOR            	2	USA  	224	325	ITA  	227	0	0	0	0	0	4	2	1941	12	7	1942	6	7	1941	12	8	1942	2	15	1941	12	8	1942	2	15	69	2	1	197
88	1941	PEARL HARBOR            	2	USA  	224	355	BUL  	9999	2	0	0	0	0	4	-99	1941	12	7	1942	6	7	-99	-99	-99	-99	-99	-99	1941	12	7	1942	6	7	182	2	0	198
88	1942	PEARL HARBOR            	2	USA  	224	355	BUL  	9999	2	0	0	0	0	4	-99	1941	12	7	1942	6	7	-99	-99	-99	-99	-99	-99	1941	12	7	1942	6	7	182	2	1	198
88	1941	PEARL HARBOR            	2	USA  	224	360	RUM  	9999	2	0	0	0	0	4	-99	1941	12	7	1942	6	7	-99	-99	-99	-99	-99	-99	1941	12	7	1942	6	7	182	2	0	199
88	1942	PEARL HARBOR            	2	USA  	224	360	RUM  	9999	2	0	0	0	0	4	-99	1941	12	7	1942	6	7	-99	-99	-99	-99	-99	-99	1941	12	7	1942	6	7	182	2	1	199
88	1941	PEARL HARBOR            	2	USA  	224	740	JAP  	218	0	0	0	0	0	4	9	1941	12	7	1942	6	7	1941	11	26	1942	2	15	1941	12	7	1942	2	15	70	2	0	200
88	1942	PEARL HARBOR            	2	USA  	224	740	JAP  	218	0	0	0	0	0	4	9	1941	12	7	1942	6	7	1941	11	26	1942	2	15	1941	12	7	1942	2	15	70	2	1	200
88	1941	PEARL HARBOR            	20	CAN  	223	255	GER  	226	0	0	0	0	0	2	2	1941	12	7	1942	6	7	1941	12	8	1942	2	15	1941	12	8	1942	2	15	69	2	0	201
88	1942	PEARL HARBOR            	20	CAN  	223	255	GER  	226	0	0	0	0	0	2	2	1941	12	7	1942	6	7	1941	12	8	1942	2	15	1941	12	8	1942	2	15	69	2	1	201
88	1941	PEARL HARBOR            	20	CAN  	223	325	ITA  	227	0	0	0	0	0	2	2	1941	12	7	1942	6	7	1941	12	8	1942	2	15	1941	12	8	1942	2	15	69	2	0	202
88	1942	PEARL HARBOR            	20	CAN  	223	325	ITA  	227	0	0	0	0	0	2	2	1941	12	7	1942	6	7	1941	12	8	1942	2	15	1941	12	8	1942	2	15	69	2	1	202
88	1941	PEARL HARBOR            	20	CAN  	223	355	BUL  	9999	2	0	0	0	0	2	-99	1941	12	7	1942	6	7	-99	-99	-99	-99	-99	-99	1941	12	7	1942	6	7	182	2	0	203
88	1942	PEARL HARBOR            	20	CAN  	223	355	BUL  	9999	2	0	0	0	0	2	-99	1941	12	7	1942	6	7	-99	-99	-99	-99	-99	-99	1941	12	7	1942	6	7	182	2	1	203
88	1941	PEARL HARBOR            	20	CAN  	223	740	JAP  	218	0	0	0	0	0	2	9	1941	12	7	1942	6	7	1941	11	26	1942	2	15	1941	12	7	1942	2	15	70	2	0	204
88	1942	PEARL HARBOR            	20	CAN  	223	740	JAP  	218	0	0	0	0	0	2	9	1941	12	7	1942	6	7	1941	11	26	1942	2	15	1941	12	7	1942	2	15	70	2	1	204
88	1941	PEARL HARBOR            	40	CUB  	9999	255	GER  	226	1	0	0	0	0	-99	2	-99	-99	-99	-99	-99	-99	1941	12	8	1942	2	15	1941	12	8	1942	2	15	69	2	0	205
88	1942	PEARL HARBOR            	40	CUB  	9999	255	GER  	226	1	0	0	0	0	-99	2	-99	-99	-99	-99	-99	-99	1941	12	8	1942	2	15	1941	12	8	1942	2	15	69	2	1	205
88	1941	PEARL HARBOR            	40	CUB  	9999	325	ITA  	227	1	0	0	0	0	-99	2	-99	-99	-99	-99	-99	-99	1941	12	8	1942	2	15	1941	12	8	1942	2	15	69	2	0	206
88	1942	PEARL HARBOR            	40	CUB  	9999	325	ITA  	227	1	0	0	0	0	-99	2	-99	-99	-99	-99	-99	-99	1941	12	8	1942	2	15	1941	12	8	1942	2	15	69	2	1	206
88	1941	PEARL HARBOR            	40	CUB  	9999	740	JAP  	218	1	0	0	0	0	-99	9	-99	-99	-99	-99	-99	-99	1941	11	26	1942	2	15	1941	11	26	1942	2	15	81	2	0	207
